S(t),I(t),R(t),mortes(t),tempo
10.9476,18.7102,40.3423,0.8068,116.4
10.9271,18.6881,40.3848,0.8077,116.5
10.9066,18.6661,40.4272,0.8085,116.6
10.8863,18.6440,40.4697,0.8094,116.7
10.8660,18.6220,40.5120,0.8102,116.8
10.8458,18.5999,40.5544,0.8111,116.9
10.8256,18.5778,40.5966,0.8119,117.0
10.8055,18.5557,40.6389,0.8128,117.1
10.7854,18.5335,40.6810,0.8136,117.2
10.7654,18.5114,40.7232,0.8145,117.3
10.7455,18.4893,40.7652,0.8153,117.4
10.7256,18.4671,40.8073,0.8161,117.5
10.7058,18.4449,40.8492,0.8170,117.6
10.6861,18.4228,40.8911,0.8178,117.7
10.6664,18.4006,40.9330,0.8187,117.8
10.6468,18.3784,40.9748,0.8195,117.9
10.6272,18.3562,41.0166,0.8203,118.0
10.6077,18.3340,41.0583,0.8212,118.1
10.5882,18.3118,41.1000,0.8220,118.2
10.5689,18.2895,41.1416,0.8228,118.3
10.5495,18.2673,41.1832,0.8237,118.4
10.5303,18.2451,41.2247,0.8245,118.5
10.5110,18.2228,41.2662,0.8253,118.6
10.4919,18.2005,41.3076,0.8262,118.7
10.4728,18.1783,41.3489,0.8270,118.8
10.4538,18.1560,41.3903,0.8278,118.9
10.4348,18.1337,41.4315,0.8286,119.0
10.4159,18.1114,41.4727,0.8295,119.1
10.3970,18.0891,41.5139,0.8303,119.2
10.3782,18.0668,41.5550,0.8311,119.3
10.3594,18.0445,41.5961,0.8319,119.4
10.3407,18.0222,41.6371,0.8327,119.5
10.3221,17.9999,41.6780,0.8336,119.6
10.3035,17.9775,41.7189,0.8344,119.7
10.2850,17.9552,41.7598,0.8352,119.8
10.2665,17.9329,41.8006,0.8360,119.9
10.2481,17.9105,41.8414,0.8368,120.0
10.2298,17.8882,41.8821,0.8376,120.1
10.2115,17.8658,41.9227,0.8385,120.2
10.1932,17.8434,41.9633,0.8393,120.3
10.1750,17.8211,42.0039,0.8401,120.4
10.1569,17.7987,42.0444,0.8409,120.5
10.1388,17.7763,42.0848,0.8417,120.6
10.1208,17.7540,42.1252,0.8425,120.7
10.1028,17.7316,42.1656,0.8433,120.8
10.0849,17.7092,42.2059,0.8441,120.9
10.0671,17.6868,42.2461,0.8449,121.0
10.0493,17.6644,42.2863,0.8457,121.1
10.0315,17.6420,42.3265,0.8465,121.2
10.0138,17.6196,42.3666,0.8473,121.3
9.9962,17.5972,42.4066,0.8481,121.4
9.9786,17.5748,42.4466,0.8489,121.5
9.9610,17.5524,42.4865,0.8497,121.6
9.9436,17.5300,42.5264,0.8505,121.7
9.9261,17.5076,42.5663,0.8513,121.8
9.9087,17.4852,42.6061,0.8521,121.9
9.8914,17.4628,42.6458,0.8529,122.0
9.8741,17.4404,42.6855,0.8537,122.1
9.8569,17.4179,42.7251,0.8545,122.2
9.8398,17.3955,42.7647,0.8553,122.3
9.8226,17.3731,42.8043,0.8561,122.4
9.8056,17.3507,42.8437,0.8569,122.5
9.7886,17.3283,42.8832,0.8577,122.6
9.7716,17.3058,42.9226,0.8585,122.7
9.7547,17.2834,42.9619,0.8592,122.8
9.7378,17.2610,43.0012,0.8600,122.9
9.7210,17.2386,43.0404,0.8608,123.0
9.7043,17.2162,43.0796,0.8616,123.1
9.6876,17.1937,43.1187,0.8624,123.2
9.6709,17.1713,43.1578,0.8632,123.3
9.6543,17.1489,43.1968,0.8639,123.4
9.6377,17.1265,43.2358,0.8647,123.5
9.6212,17.1041,43.2747,0.8655,123.6
9.6048,17.0816,43.3136,0.8663,123.7
9.5884,17.0592,43.3524,0.8670,123.8
9.5720,17.0368,43.3912,0.8678,123.9
9.5557,17.0144,43.4299,0.8686,124.0
9.5394,16.9920,43.4686,0.8694,124.1
9.5232,16.9696,43.5072,0.8701,124.2
9.5071,16.9472,43.5457,0.8709,124.3
9.4910,16.9248,43.5843,0.8717,124.4
9.4749,16.9024,43.6227,0.8725,124.5
9.4589,16.8800,43.6611,0.8732,124.6
9.4429,16.8576,43.6995,0.8740,124.7
9.4270,16.8352,43.7378,0.8748,124.8
9.4111,16.8128,43.7761,0.8755,124.9
9.3953,16.7904,43.8143,0.8763,125.0
9.3795,16.7680,43.8524,0.8770,125.1
9.3638,16.7456,43.8906,0.8778,125.2
9.3481,16.7233,43.9286,0.8786,125.3
9.3325,16.7009,43.9666,0.8793,125.4
9.3169,16.6785,44.0046,0.8801,125.5
9.3014,16.6561,44.0425,0.8808,125.6
9.2859,16.6338,44.0803,0.8816,125.7
9.2704,16.6114,44.1181,0.8824,125.8
9.2550,16.5891,44.1559,0.8831,125.9
9.2397,16.5667,44.1936,0.8839,126.0
9.2244,16.5444,44.2312,0.8846,126.1
9.2091,16.5220,44.2688,0.8854,126.2
9.1939,16.4997,44.3064,0.8861,126.3
9.1787,16.4774,44.3439,0.8869,126.4
9.1636,16.4551,44.3813,0.8876,126.5
9.1485,16.4327,44.4187,0.8884,126.6
9.1335,16.4104,44.4561,0.8891,126.7
9.1185,16.3881,44.4934,0.8899,126.8
9.1036,16.3658,44.5306,0.8906,126.9
9.0887,16.3435,44.5678,0.8914,127.0
9.0738,16.3212,44.6050,0.8921,127.1
9.0590,16.2989,44.6421,0.8928,127.2
9.0442,16.2767,44.6791,0.8936,127.3
9.0295,16.2544,44.7161,0.8943,127.4
9.0148,16.2321,44.7530,0.8951,127.5
9.0002,16.2099,44.7899,0.8958,127.6
8.9856,16.1876,44.8268,0.8965,127.7
8.9711,16.1654,44.8636,0.8973,127.8
8.9566,16.1431,44.9003,0.8980,127.9
8.9421,16.1209,44.9370,0.8987,128.0
8.9277,16.0987,44.9736,0.8995,128.1
8.9133,16.0765,45.0102,0.9002,128.2
8.8990,16.0543,45.0468,0.9009,128.3
8.8847,16.0321,45.0832,0.9017,128.4
8.8704,16.0099,45.1197,0.9024,128.5
8.8562,15.9877,45.1561,0.9031,128.6
8.8421,15.9655,45.1924,0.9038,128.7
8.8280,15.9433,45.2287,0.9046,128.8
8.8139,15.9212,45.2649,0.9053,128.9
8.7999,15.8990,45.3011,0.9060,129.0
8.7859,15.8769,45.3372,0.9067,129.1
8.7719,15.8547,45.3733,0.9075,129.2
8.7580,15.8326,45.4094,0.9082,129.3
8.7441,15.8105,45.4453,0.9089,129.4
8.7303,15.7884,45.4813,0.9096,129.5
8.7165,15.7663,45.5172,0.9103,129.6
8.7028,15.7442,45.5530,0.9111,129.7
8.6891,15.7221,45.5888,0.9118,129.8
8.6754,15.7001,45.6245,0.9125,129.9
8.6618,15.6780,45.6602,0.9132,130.0
8.6482,15.6559,45.6958,0.9139,130.1
8.6347,15.6339,45.7314,0.9146,130.2
8.6212,15.6119,45.7669,0.9153,130.3
8.6077,15.5898,45.8024,0.9160,130.4
8.5943,15.5678,45.8378,0.9168,130.5
8.5809,15.5458,45.8732,0.9175,130.6
8.5676,15.5238,45.9086,0.9182,130.7
8.5543,15.5019,45.9438,0.9189,130.8
8.5410,15.4799,45.9791,0.9196,130.9
8.5278,15.4579,46.0143,0.9203,131.0
8.5146,15.4360,46.0494,0.9210,131.1
8.5015,15.4140,46.0845,0.9217,131.2
8.4884,15.3921,46.1195,0.9224,131.3
8.4753,15.3702,46.1545,0.9231,131.4
8.4623,15.3483,46.1894,0.9238,131.5
8.4493,15.3264,46.2243,0.9245,131.6
8.4364,15.3045,46.2591,0.9252,131.7
8.4234,15.2826,46.2939,0.9259,131.8
8.4106,15.2608,46.3286,0.9266,131.9
8.3977,15.2389,46.3633,0.9273,132.0
8.3849,15.2171,46.3980,0.9280,132.1
8.3722,15.1953,46.4325,0.9287,132.2
8.3595,15.1735,46.4671,0.9293,132.3
8.3468,15.1517,46.5016,0.9300,132.4
8.3341,15.1299,46.5360,0.9307,132.5
8.3215,15.1081,46.5704,0.9314,132.6
8.3089,15.0863,46.6047,0.9321,132.7
8.2964,15.0646,46.6390,0.9328,132.8
8.2839,15.0428,46.6732,0.9335,132.9
8.2714,15.0211,46.7074,0.9341,133.0
8.2590,14.9994,46.7416,0.9348,133.1
8.2466,14.9777,46.7757,0.9355,133.2
8.2343,14.9560,46.8097,0.9362,133.3
8.2220,14.9343,46.8437,0.9369,133.4
8.2097,14.9127,46.8776,0.9376,133.5
8.1974,14.8910,46.9115,0.9382,133.6
8.1852,14.8694,46.9454,0.9389,133.7
8.1731,14.8478,46.9792,0.9396,133.8
8.1609,14.8261,47.0129,0.9403,133.9
8.1488,14.8045,47.0466,0.9409,134.0
8.1368,14.7830,47.0802,0.9416,134.1
8.1247,14.7614,47.1138,0.9423,134.2
8.1127,14.7398,47.1474,0.9429,134.3
8.1008,14.7183,47.1809,0.9436,134.4
8.0889,14.6968,47.2143,0.9443,134.5
8.0770,14.6753,47.2477,0.9450,134.6
8.0651,14.6538,47.2811,0.9456,134.7
8.0533,14.6323,47.3144,0.9463,134.8
8.0415,14.6108,47.3477,0.9470,134.9
8.0298,14.5893,47.3809,0.9476,135.0
8.0181,14.5679,47.4140,0.9483,135.1
8.0064,14.5465,47.4471,0.9489,135.2
7.9947,14.5251,47.4802,0.9496,135.3
7.9831,14.5037,47.5132,0.9503,135.4
7.9715,14.4823,47.5462,0.9509,135.5
7.9600,14.4609,47.5791,0.9516,135.6
7.9485,14.4396,47.6119,0.9522,135.7
7.9370,14.4182,47.6448,0.9529,135.8
7.9256,14.3969,47.6775,0.9536,135.9
7.9142,14.3756,47.7103,0.9542,136.0
7.9028,14.3543,47.7429,0.9549,136.1
7.8914,14.3330,47.7756,0.9555,136.2
7.8801,14.3117,47.8081,0.9562,136.3
7.8688,14.2905,47.8407,0.9568,136.4
7.8576,14.2693,47.8731,0.9575,136.5
7.8464,14.2480,47.9056,0.9581,136.6
7.8352,14.2268,47.9379,0.9588,136.7
7.8241,14.2056,47.9703,0.9594,136.8
7.8129,14.1845,48.0026,0.9601,136.9
7.8019,14.1633,48.0348,0.9607,137.0
7.7908,14.1422,48.0670,0.9613,137.1
7.7798,14.1211,48.0991,0.9620,137.2
7.7688,14.1000,48.1312,0.9626,137.3
7.7579,14.0789,48.1633,0.9633,137.4
7.7469,14.0578,48.1953,0.9639,137.5
7.7360,14.0367,48.2272,0.9645,137.6
7.7252,14.0157,48.2591,0.9652,137.7
7.7144,13.9947,48.2910,0.9658,137.8
7.7036,13.9736,48.3228,0.9665,137.9
7.6928,13.9527,48.3545,0.9671,138.0
7.6821,13.9317,48.3862,0.9677,138.1
7.6714,13.9107,48.4179,0.9684,138.2
7.6607,13.8898,48.4495,0.9690,138.3
7.6501,13.8688,48.4811,0.9696,138.4
7.6394,13.8479,48.5126,0.9703,138.5
7.6289,13.8270,48.5441,0.9709,138.6
7.6183,13.8062,48.5755,0.9715,138.7
7.6078,13.7853,48.6069,0.9721,138.8
7.5973,13.7645,48.6382,0.9728,138.9
7.5869,13.7436,48.6695,0.9734,139.0
7.5764,13.7228,48.7007,0.9740,139.1
7.5660,13.7020,48.7319,0.9746,139.2
7.5557,13.6813,48.7631,0.9753,139.3
7.5453,13.6605,48.7942,0.9759,139.4
7.5350,13.6398,48.8252,0.9765,139.5
7.5247,13.6190,48.8562,0.9771,139.6
7.5145,13.5983,48.8871,0.9777,139.7
7.5043,13.5777,48.9181,0.9784,139.8
7.4941,13.5570,48.9489,0.9790,139.9
7.4839,13.5363,48.9797,0.9796,140.0
7.4738,13.5157,49.0105,0.9802,140.1
7.4637,13.4951,49.0412,0.9808,140.2
7.4536,13.4745,49.0719,0.9814,140.3
7.4436,13.4539,49.1025,0.9821,140.4
7.4336,13.4333,49.1331,0.9827,140.5
7.4236,13.4128,49.1636,0.9833,140.6
7.4136,13.3923,49.1941,0.9839,140.7
7.4037,13.3718,49.2245,0.9845,140.8
7.3938,13.3513,49.2549,0.9851,140.9
7.3839,13.3308,49.2853,0.9857,141.0
7.3741,13.3103,49.3156,0.9863,141.1
7.3643,13.2899,49.3458,0.9869,141.2
7.3545,13.2695,49.3760,0.9875,141.3
7.3447,13.2491,49.4062,0.9881,141.4
7.3350,13.2287,49.4363,0.9887,141.5
7.3253,13.2084,49.4664,0.9893,141.6
7.3156,13.1880,49.4964,0.9899,141.7
7.3060,13.1677,49.5263,0.9905,141.8
7.2963,13.1474,49.5563,0.9911,141.9
7.2867,13.1271,49.5861,0.9917,142.0
7.2772,13.1068,49.6160,0.9923,142.1
7.2676,13.0866,49.6458,0.9929,142.2
7.2581,13.0663,49.6755,0.9935,142.3
7.2486,13.0461,49.7052,0.9941,142.4
7.2392,13.0259,49.7349,0.9947,142.5
7.2298,13.0058,49.7645,0.9953,142.6
7.2204,12.9856,49.7940,0.9959,142.7
7.2110,12.9655,49.8235,0.9965,142.8
7.2016,12.9453,49.8530,0.9971,142.9
7.1923,12.9252,49.8824,0.9976,143.0
7.1830,12.9052,49.9118,0.9982,143.1
7.1737,12.8851,49.9411,0.9988,143.2
7.1645,12.8651,49.9704,0.9994,143.3
7.1553,12.8450,49.9997,1.0000,143.4
7.1461,12.8250,50.0289,1.0006,143.5
7.1369,12.8051,50.0580,1.0012,143.6
7.1278,12.7851,50.0871,1.0017,143.7
7.1187,12.7652,50.1162,1.0023,143.8
7.1096,12.7452,50.1452,1.0029,143.9
7.1005,12.7253,50.1741,1.0035,144.0
7.0915,12.7054,50.2031,1.0041,144.1
7.0825,12.6856,50.2319,1.0046,144.2
7.0735,12.6657,50.2608,1.0052,144.3
7.0645,12.6459,50.2896,1.0058,144.4
7.0556,12.6261,50.3183,1.0064,144.5
7.0467,12.6063,50.3470,1.0069,144.6
7.0378,12.5865,50.3756,1.0075,144.7
7.0290,12.5668,50.4043,1.0081,144.8
7.0201,12.5471,50.4328,1.0087,144.9
7.0113,12.5274,50.4613,1.0092,145.0
7.0025,12.5077,50.4898,1.0098,145.1
6.9938,12.4880,50.5182,1.0104,145.2
6.9850,12.4684,50.5466,1.0109,145.3
6.9763,12.4487,50.5749,1.0115,145.4
6.9676,12.4291,50.6032,1.0121,145.5
6.9590,12.4095,50.6315,1.0126,145.6
6.9503,12.3900,50.6597,1.0132,145.7
6.9417,12.3704,50.6879,1.0138,145.8
6.9331,12.3509,50.7160,1.0143,145.9
6.9246,12.3314,50.7440,1.0149,146.0
6.9160,12.3119,50.7721,1.0154,146.1
6.9075,12.2924,50.8000,1.0160,146.2
6.8990,12.2730,50.8280,1.0166,146.3
6.8906,12.2536,50.8559,1.0171,146.4
6.8821,12.2341,50.8837,1.0177,146.5
6.8737,12.2148,50.9115,1.0182,146.6
6.8653,12.1954,50.9393,1.0188,146.7
6.8569,12.1761,50.9670,1.0193,146.8
6.8486,12.1567,50.9947,1.0199,146.9
6.8403,12.1374,51.0223,1.0204,147.0
6.8320,12.1181,51.0499,1.0210,147.1
6.8237,12.0989,51.0774,1.0215,147.2
6.8154,12.0796,51.1049,1.0221,147.3
6.8072,12.0604,51.1324,1.0226,147.4
6.7990,12.0412,51.1598,1.0232,147.5
6.7908,12.0220,51.1872,1.0237,147.6
6.7826,12.0029,51.2145,1.0243,147.7
6.7745,11.9837,51.2418,1.0248,147.8
6.7664,11.9646,51.2690,1.0254,147.9
6.7583,11.9455,51.2962,1.0259,148.0
6.7502,11.9265,51.3233,1.0265,148.1
6.7422,11.9074,51.3504,1.0270,148.2
6.7341,11.8884,51.3775,1.0276,148.3
6.7261,11.8693,51.4045,1.0281,148.4
6.7181,11.8504,51.4315,1.0286,148.5
6.7102,11.8314,51.4584,1.0292,148.6
6.7022,11.8124,51.4853,1.0297,148.7
6.6943,11.7935,51.5122,1.0302,148.8
6.6864,11.7746,51.5390,1.0308,148.9
6.6786,11.7557,51.5657,1.0313,149.0
6.6707,11.7368,51.5925,1.0318,149.1
6.6629,11.7180,51.6191,1.0324,149.2
6.6551,11.6992,51.6458,1.0329,149.3
6.6473,11.6804,51.6723,1.0334,149.4
6.6395,11.6616,51.6989,1.0340,149.5
6.6318,11.6428,51.7254,1.0345,149.6
6.6240,11.6241,51.7519,1.0350,149.7
6.6163,11.6054,51.7783,1.0356,149.8
6.6087,11.5867,51.8047,1.0361,149.9
6.6010,11.5680,51.8310,1.0366,150.0
6.5934,11.5493,51.8573,1.0371,150.1
6.5858,11.5307,51.8835,1.0377,150.2
6.5782,11.5121,51.9097,1.0382,150.3
6.5706,11.4935,51.9359,1.0387,150.4
6.5630,11.4749,51.9620,1.0392,150.5
6.5555,11.4564,51.9881,1.0398,150.6
6.5480,11.4379,52.0141,1.0403,150.7
6.5405,11.4194,52.0401,1.0408,150.8
6.5330,11.4009,52.0661,1.0413,150.9
6.5256,11.3824,52.0920,1.0418,151.0
6.5182,11.3640,52.1179,1.0424,151.1
6.5108,11.3455,52.1437,1.0429,151.2
6.5034,11.3271,52.1695,1.0434,151.3
6.4960,11.3088,52.1952,1.0439,151.4
6.4887,11.2904,52.2209,1.0444,151.5
6.4813,11.2721,52.2466,1.0449,151.6
6.4740,11.2538,52.2722,1.0454,151.7
6.4667,11.2355,52.2978,1.0460,151.8
6.4595,11.2172,52.3233,1.0465,151.9
6.4522,11.1990,52.3488,1.0470,152.0
6.4450,11.1807,52.3743,1.0475,152.1
6.4378,11.1625,52.3997,1.0480,152.2
6.4306,11.1443,52.4250,1.0485,152.3
6.4234,11.1262,52.4504,1.0490,152.4
6.4163,11.1080,52.4757,1.0495,152.5
6.4092,11.0899,52.5009,1.0500,152.6
6.4021,11.0718,52.5261,1.0505,152.7
6.3950,11.0538,52.5513,1.0510,152.8
6.3879,11.0357,52.5764,1.0515,152.9
6.3809,11.0177,52.6015,1.0520,153.0
6.3738,10.9997,52.6265,1.0525,153.1
6.3668,10.9817,52.6515,1.0530,153.2
6.3598,10.9637,52.6765,1.0535,153.3
6.3529,10.9458,52.7014,1.0540,153.4
6.3459,10.9278,52.7263,1.0545,153.5
6.3390,10.9099,52.7511,1.0550,153.6
6.3321,10.8921,52.7759,1.0555,153.7
6.3252,10.8742,52.8006,1.0560,153.8
6.3183,10.8564,52.8254,1.0565,153.9
6.3114,10.8385,52.8500,1.0570,154.0
6.3046,10.8208,52.8747,1.0575,154.1
6.2978,10.8030,52.8993,1.0580,154.2
6.2910,10.7852,52.9238,1.0585,154.3
6.2842,10.7675,52.9483,1.0590,154.4
6.2774,10.7498,52.9728,1.0595,154.5
6.2707,10.7321,52.9972,1.0599,154.6
6.2639,10.7145,53.0216,1.0604,154.7
6.2572,10.6968,53.0460,1.0609,154.8
6.2505,10.6792,53.0703,1.0614,154.9
6.2438,10.6616,53.0946,1.0619,155.0
6.2372,10.6440,53.1188,1.0624,155.1
6.2305,10.6265,53.1430,1.0629,155.2
6.2239,10.6089,53.1671,1.0633,155.3
6.2173,10.5914,53.1912,1.0638,155.4
6.2107,10.5740,53.2153,1.0643,155.5
6.2042,10.5565,53.2393,1.0648,155.6
6.1976,10.5390,53.2633,1.0653,155.7
6.1911,10.5216,53.2873,1.0657,155.8
6.1846,10.5042,53.3112,1.0662,155.9
6.1781,10.4868,53.3351,1.0667,156.0
6.1716,10.4695,53.3589,1.0672,156.1
6.1651,10.4522,53.3827,1.0677,156.2
6.1587,10.4348,53.4065,1.0681,156.3
6.1523,10.4176,53.4302,1.0686,156.4
6.1459,10.4003,53.4538,1.0691,156.5
6.1395,10.3830,53.4775,1.0695,156.6
6.1331,10.3658,53.5011,1.0700,156.7
6.1267,10.3486,53.5246,1.0705,156.8
6.1204,10.3314,53.5482,1.0710,156.9
6.1141,10.3143,53.5716,1.0714,157.0
6.1078,10.2971,53.5951,1.0719,157.1
6.1015,10.2800,53.6185,1.0724,157.2
6.0952,10.2629,53.6419,1.0728,157.3
6.0889,10.2459,53.6652,1.0733,157.4
6.0827,10.2288,53.6885,1.0738,157.5
6.0765,10.2118,53.7117,1.0742,157.6
6.0703,10.1948,53.7349,1.0747,157.7
6.0641,10.1778,53.7581,1.0752,157.8
6.0579,10.1609,53.7812,1.0756,157.9
6.0518,10.1439,53.8043,1.0761,158.0
6.0456,10.1270,53.8274,1.0765,158.1
6.0395,10.1101,53.8504,1.0770,158.2
6.0334,10.0932,53.8734,1.0775,158.3
6.0273,10.0764,53.8963,1.0779,158.4
6.0212,10.0596,53.9192,1.0784,158.5
6.0152,10.0428,53.9421,1.0788,158.6
6.0091,10.0260,53.9649,1.0793,158.7
6.0031,10.0092,53.9877,1.0798,158.8
5.9971,9.9925,54.0104,1.0802,158.9
5.9911,9.9758,54.0331,1.0807,159.0
5.9851,9.9591,54.0558,1.0811,159.1
5.9792,9.9424,54.0784,1.0816,159.2
5.9732,9.9257,54.1010,1.0820,159.3
5.9673,9.9091,54.1236,1.0825,159.4
5.9614,9.8925,54.1461,1.0829,159.5
5.9555,9.8759,54.1686,1.0834,159.6
5.9496,9.8593,54.1910,1.0838,159.7
5.9437,9.8428,54.2134,1.0843,159.8
5.9379,9.8263,54.2358,1.0847,159.9
5.9321,9.8098,54.2581,1.0852,160.0
5.9262,9.7933,54.2804,1.0856,160.1
5.9204,9.7769,54.3027,1.0861,160.2
5.9146,9.7604,54.3249,1.0865,160.3
5.9089,9.7440,54.3471,1.0869,160.4
5.9031,9.7276,54.3692,1.0874,160.5
5.8974,9.7113,54.3913,1.0878,160.6
5.8916,9.6949,54.4134,1.0883,160.7
5.8859,9.6786,54.4355,1.0887,160.8
5.8802,9.6623,54.4575,1.0891,160.9
5.8746,9.6460,54.4794,1.0896,161.0
5.8689,9.6298,54.5013,1.0900,161.1
5.8632,9.6135,54.5232,1.0905,161.2
5.8576,9.5973,54.5451,1.0909,161.3
5.8520,9.5811,54.5669,1.0913,161.4
5.8464,9.5650,54.5887,1.0918,161.5
5.8408,9.5488,54.6104,1.0922,161.6
5.8352,9.5327,54.6321,1.0926,161.7
5.8296,9.5166,54.6538,1.0931,161.8
5.8241,9.5005,54.6754,1.0935,161.9
5.8186,9.4844,54.6970,1.0939,162.0
5.8130,9.4684,54.7185,1.0944,162.1
5.8075,9.4524,54.7401,1.0948,162.2
5.8020,9.4364,54.7615,1.0952,162.3
5.7966,9.4204,54.7830,1.0957,162.4
5.7911,9.4045,54.8044,1.0961,162.5
5.7857,9.3886,54.8258,1.0965,162.6
5.7802,9.3726,54.8471,1.0969,162.7
5.7748,9.3568,54.8684,1.0974,162.8
5.7694,9.3409,54.8897,1.0978,162.9
5.7640,9.3251,54.9109,1.0982,163.0
5.7586,9.3092,54.9321,1.0986,163.1
5.7533,9.2934,54.9533,1.0991,163.2
5.7479,9.2777,54.9744,1.0995,163.3
5.7426,9.2619,54.9955,1.0999,163.4
5.7373,9.2462,55.0165,1.1003,163.5
5.7320,9.2305,55.0375,1.1008,163.6
5.7267,9.2148,55.0585,1.1012,163.7
5.7214,9.1991,55.0795,1.1016,163.8
5.7162,9.1835,55.1004,1.1020,163.9
5.7109,9.1679,55.1212,1.1024,164.0
5.7057,9.1523,55.1421,1.1028,164.1
5.7004,9.1367,55.1629,1.1033,164.2
5.6952,9.1211,55.1836,1.1037,164.3
5.6900,9.1056,55.2044,1.1041,164.4
5.6849,9.0901,55.2251,1.1045,164.5
5.6797,9.0746,55.2457,1.1049,164.6
5.6745,9.0591,55.2663,1.1053,164.7
5.6694,9.0437,55.2869,1.1057,164.8
5.6643,9.0282,55.3075,1.1061,164.9
5.6592,9.0128,55.3280,1.1066,165.0
5.6541,8.9974,55.3485,1.1070,165.1
5.6490,8.9821,55.3689,1.1074,165.2
5.6439,8.9667,55.3893,1.1078,165.3
5.6388,8.9514,55.4097,1.1082,165.4
5.6338,8.9361,55.4301,1.1086,165.5
5.6288,8.9209,55.4504,1.1090,165.6
5.6237,8.9056,55.4707,1.1094,165.7
5.6187,8.8904,55.4909,1.1098,165.8
5.6137,8.8752,55.5111,1.1102,165.9
5.6087,8.8600,55.5313,1.1106,166.0
5.6038,8.8448,55.5514,1.1110,166.1
5.5988,8.8297,55.5715,1.1114,166.2
5.5939,8.8145,55.5916,1.1118,166.3
5.5889,8.7994,55.6116,1.1122,166.4
5.5840,8.7844,55.6316,1.1126,166.5
5.5791,8.7693,55.6516,1.1130,166.6
5.5742,8.7543,55.6715,1.1134,166.7
5.5693,8.7392,55.6914,1.1138,166.8
5.5645,8.7242,55.7113,1.1142,166.9
5.5596,8.7093,55.7311,1.1146,167.0
5.5548,8.6943,55.7509,1.1150,167.1
5.5500,8.6794,55.7707,1.1154,167.2
5.5451,8.6645,55.7904,1.1158,167.3
5.5403,8.6496,55.8101,1.1162,167.4
5.5355,8.6347,55.8297,1.1166,167.5
5.5308,8.6199,55.8494,1.1170,167.6
5.5260,8.6051,55.8689,1.1174,167.7
5.5212,8.5903,55.8885,1.1178,167.8
5.5165,8.5755,55.9080,1.1182,167.9
5.5118,8.5607,55.9275,1.1186,168.0
5.5070,8.5460,55.9470,1.1189,168.1
5.5023,8.5313,55.9664,1.1193,168.2
5.4976,8.5166,55.9858,1.1197,168.3
5.4930,8.5019,56.0051,1.1201,168.4
5.4883,8.4872,56.0245,1.1205,168.5
5.4836,8.4726,56.0438,1.1209,168.6
5.4790,8.4580,56.0630,1.1213,168.7
5.4744,8.4434,56.0822,1.1216,168.8
5.4697,8.4288,56.1014,1.1220,168.9
5.4651,8.4143,56.1206,1.1224,169.0
5.4605,8.3998,56.1397,1.1228,169.1
5.4559,8.3853,56.1588,1.1232,169.2
5.4514,8.3708,56.1779,1.1236,169.3
5.4468,8.3563,56.1969,1.1239,169.4
5.4422,8.3419,56.2159,1.1243,169.5
5.4377,8.3275,56.2348,1.1247,169.6
5.4332,8.3131,56.2538,1.1251,169.7
5.4287,8.2987,56.2726,1.1255,169.8
5.4242,8.2843,56.2915,1.1258,169.9
5.4197,8.2700,56.3103,1.1262,170.0
5.4152,8.2557,56.3291,1.1266,170.1
5.4107,8.2414,56.3479,1.1270,170.2
5.4063,8.2271,56.3666,1.1273,170.3
5.4018,8.2129,56.3853,1.1277,170.4
5.3974,8.1986,56.4040,1.1281,170.5
5.3929,8.1844,56.4226,1.1285,170.6
5.3885,8.1703,56.4412,1.1288,170.7
5.3841,8.1561,56.4598,1.1292,170.8
5.3797,8.1419,56.4783,1.1296,170.9
5.3754,8.1278,56.4968,1.1299,171.0
5.3710,8.1137,56.5153,1.1303,171.1
5.3666,8.0996,56.5337,1.1307,171.2
5.3623,8.0856,56.5522,1.1310,171.3
5.3579,8.0715,56.5705,1.1314,171.4
5.3536,8.0575,56.5889,1.1318,171.5
5.3493,8.0435,56.6072,1.1321,171.6
5.3450,8.0295,56.6255,1.1325,171.7
5.3407,8.0156,56.6437,1.1329,171.8
5.3364,8.0016,56.6619,1.1332,171.9
5.3322,7.9877,56.6801,1.1336,172.0
5.3279,7.9738,56.6983,1.1340,172.1
5.3237,7.9600,56.7164,1.1343,172.2
5.3194,7.9461,56.7345,1.1347,172.3
5.3152,7.9323,56.7526,1.1351,172.4
5.3110,7.9185,56.7706,1.1354,172.5
5.3068,7.9047,56.7886,1.1358,172.6
5.3026,7.8909,56.8065,1.1361,172.7
5.2984,7.8771,56.8245,1.1365,172.8
5.2942,7.8634,56.8424,1.1368,172.9
5.2901,7.8497,56.8602,1.1372,173.0
5.2859,7.8360,56.8781,1.1376,173.1
5.2818,7.8224,56.8959,1.1379,173.2
5.2776,7.8087,56.9137,1.1383,173.3
5.2735,7.7951,56.9314,1.1386,173.4
5.2694,7.7815,56.9491,1.1390,173.5
5.2653,7.7679,56.9668,1.1393,173.6
5.2612,7.7543,56.9845,1.1397,173.7
5.2571,7.7408,57.0021,1.1400,173.8
5.2531,7.7273,57.0197,1.1404,173.9
5.2490,7.7138,57.0373,1.1407,174.0
5.2449,7.7003,57.0548,1.1411,174.1
5.2409,7.6868,57.0723,1.1414,174.2
5.2369,7.6734,57.0898,1.1418,174.3
5.2329,7.6600,57.1072,1.1421,174.4
5.2289,7.6466,57.1246,1.1425,174.5
