S(t),I(t),R(t),mortes(t),tempo
3.9671,2.6337,63.3993,1.2680,232.8
3.9661,2.6287,63.4052,1.2681,232.9
3.9650,2.6238,63.4112,1.2682,233.0
3.9640,2.6189,63.4172,1.2683,233.1
3.9629,2.6140,63.4231,1.2685,233.2
3.9619,2.6091,63.4291,1.2686,233.3
3.9609,2.6042,63.4350,1.2687,233.4
3.9598,2.5993,63.4409,1.2688,233.5
3.9588,2.5944,63.4468,1.2689,233.6
3.9578,2.5895,63.4527,1.2691,233.7
3.9568,2.5847,63.4586,1.2692,233.8
3.9557,2.5798,63.4645,1.2693,233.9
3.9547,2.5750,63.4704,1.2694,234.0
3.9537,2.5701,63.4762,1.2695,234.1
3.9527,2.5653,63.4820,1.2696,234.2
3.9517,2.5605,63.4879,1.2698,234.3
3.9507,2.5557,63.4937,1.2699,234.4
3.9496,2.5509,63.4995,1.2700,234.5
3.9486,2.5461,63.5053,1.2701,234.6
3.9476,2.5413,63.5111,1.2702,234.7
3.9466,2.5365,63.5169,1.2703,234.8
3.9456,2.5318,63.5226,1.2705,234.9
3.9446,2.5270,63.5284,1.2706,235.0
3.9436,2.5223,63.5341,1.2707,235.1
3.9426,2.5175,63.5399,1.2708,235.2
3.9416,2.5128,63.5456,1.2709,235.3
3.9407,2.5081,63.5513,1.2710,235.4
3.9397,2.5034,63.5570,1.2711,235.5
3.9387,2.4987,63.5627,1.2713,235.6
3.9377,2.4940,63.5684,1.2714,235.7
3.9367,2.4893,63.5740,1.2715,235.8
3.9357,2.4846,63.5797,1.2716,235.9
3.9348,2.4799,63.5853,1.2717,236.0
3.9338,2.4753,63.5910,1.2718,236.1
3.9328,2.4706,63.5966,1.2719,236.2
3.9318,2.4660,63.6022,1.2720,236.3
3.9309,2.4614,63.6078,1.2722,236.4
3.9299,2.4567,63.6134,1.2723,236.5
3.9289,2.4521,63.6190,1.2724,236.6
3.9280,2.4475,63.6246,1.2725,236.7
3.9270,2.4429,63.6301,1.2726,236.8
3.9260,2.4383,63.6357,1.2727,236.9
3.9251,2.4337,63.6412,1.2728,237.0
3.9241,2.4291,63.6467,1.2729,237.1
3.9232,2.4246,63.6523,1.2730,237.2
3.9222,2.4200,63.6578,1.2732,237.3
3.9213,2.4155,63.6633,1.2733,237.4
3.9203,2.4109,63.6688,1.2734,237.5
3.9194,2.4064,63.6742,1.2735,237.6
3.9184,2.4019,63.6797,1.2736,237.7
3.9175,2.3974,63.6852,1.2737,237.8
3.9166,2.3928,63.6906,1.2738,237.9
3.9156,2.3883,63.6961,1.2739,238.0
3.9147,2.3838,63.7015,1.2740,238.1
3.9138,2.3794,63.7069,1.2741,238.2
3.9128,2.3749,63.7123,1.2742,238.3
3.9119,2.3704,63.7177,1.2744,238.4
3.9110,2.3660,63.7231,1.2745,238.5
3.9100,2.3615,63.7285,1.2746,238.6
3.9091,2.3571,63.7338,1.2747,238.7
3.9082,2.3526,63.7392,1.2748,238.8
3.9073,2.3482,63.7446,1.2749,238.9
3.9064,2.3438,63.7499,1.2750,239.0
3.9054,2.3394,63.7552,1.2751,239.1
3.9045,2.3350,63.7605,1.2752,239.2
3.9036,2.3306,63.7658,1.2753,239.3
3.9027,2.3262,63.7711,1.2754,239.4
3.9018,2.3218,63.7764,1.2755,239.5
3.9009,2.3174,63.7817,1.2756,239.6
3.9000,2.3131,63.7870,1.2757,239.7
3.8991,2.3087,63.7922,1.2758,239.8
3.8982,2.3044,63.7975,1.2759,239.9
3.8973,2.3000,63.8027,1.2761,240.0
3.8964,2.2957,63.8079,1.2762,240.1
3.8955,2.2914,63.8132,1.2763,240.2
3.8946,2.2871,63.8184,1.2764,240.3
3.8937,2.2828,63.8236,1.2765,240.4
3.8928,2.2785,63.8287,1.2766,240.5
3.8919,2.2742,63.8339,1.2767,240.6
3.8911,2.2699,63.8391,1.2768,240.7
3.8902,2.2656,63.8442,1.2769,240.8
3.8893,2.2613,63.8494,1.2770,240.9
3.8884,2.2571,63.8545,1.2771,241.0
3.8875,2.2528,63.8597,1.2772,241.1
3.8867,2.2486,63.8648,1.2773,241.2
3.8858,2.2443,63.8699,1.2774,241.3
3.8849,2.2401,63.8750,1.2775,241.4
3.8840,2.2359,63.8801,1.2776,241.5
3.8832,2.2317,63.8852,1.2777,241.6
3.8823,2.2275,63.8902,1.2778,241.7
3.8814,2.2233,63.8953,1.2779,241.8
3.8806,2.2191,63.9004,1.2780,241.9
3.8797,2.2149,63.9054,1.2781,242.0
3.8789,2.2107,63.9104,1.2782,242.1
3.8780,2.2066,63.9155,1.2783,242.2
3.8771,2.2024,63.9205,1.2784,242.3
3.8763,2.1983,63.9255,1.2785,242.4
3.8754,2.1941,63.9305,1.2786,242.5
3.8746,2.1900,63.9355,1.2787,242.6
3.8737,2.1858,63.9404,1.2788,242.7
3.8729,2.1817,63.9454,1.2789,242.8
3.8721,2.1776,63.9504,1.2790,242.9
3.8712,2.1735,63.9553,1.2791,243.0
3.8704,2.1694,63.9603,1.2792,243.1
3.8695,2.1653,63.9652,1.2793,243.2
3.8687,2.1612,63.9701,1.2794,243.3
3.8679,2.1572,63.9750,1.2795,243.4
3.8670,2.1531,63.9799,1.2796,243.5
3.8662,2.1490,63.9848,1.2797,243.6
3.8654,2.1450,63.9897,1.2798,243.7
3.8645,2.1409,63.9946,1.2799,243.8
3.8637,2.1369,63.9994,1.2800,243.9
3.8629,2.1329,64.0043,1.2801,244.0
3.8621,2.1288,64.0091,1.2802,244.1
3.8612,2.1248,64.0140,1.2803,244.2
3.8604,2.1208,64.0188,1.2804,244.3
3.8596,2.1168,64.0236,1.2805,244.4
3.8588,2.1128,64.0285,1.2806,244.5
3.8580,2.1088,64.0332,1.2807,244.6
3.8571,2.1048,64.0380,1.2808,244.7
3.8563,2.1009,64.0428,1.2809,244.8
3.8555,2.0969,64.0476,1.2810,244.9
3.8547,2.0930,64.0524,1.2810,245.0
3.8539,2.0890,64.0571,1.2811,245.1
3.8531,2.0851,64.0619,1.2812,245.2
3.8523,2.0811,64.0666,1.2813,245.3
3.8515,2.0772,64.0713,1.2814,245.4
3.8507,2.0733,64.0761,1.2815,245.5
3.8499,2.0694,64.0808,1.2816,245.6
3.8491,2.0655,64.0855,1.2817,245.7
3.8483,2.0616,64.0902,1.2818,245.8
3.8475,2.0577,64.0948,1.2819,245.9
3.8467,2.0538,64.0995,1.2820,246.0
3.8459,2.0499,64.1042,1.2821,246.1
3.8451,2.0460,64.1089,1.2822,246.2
3.8444,2.0422,64.1135,1.2823,246.3
3.8436,2.0383,64.1181,1.2824,246.4
3.8428,2.0345,64.1228,1.2825,246.5
3.8420,2.0306,64.1274,1.2825,246.6
3.8412,2.0268,64.1320,1.2826,246.7
3.8404,2.0230,64.1366,1.2827,246.8
3.8397,2.0191,64.1412,1.2828,246.9
3.8389,2.0153,64.1458,1.2829,247.0
3.8381,2.0115,64.1504,1.2830,247.1
3.8373,2.0077,64.1550,1.2831,247.2
3.8366,2.0039,64.1595,1.2832,247.3
3.8358,2.0001,64.1641,1.2833,247.4
3.8350,1.9964,64.1686,1.2834,247.5
3.8343,1.9926,64.1732,1.2835,247.6
3.8335,1.9888,64.1777,1.2836,247.7
3.8327,1.9851,64.1822,1.2836,247.8
3.8320,1.9813,64.1867,1.2837,247.9
3.8312,1.9776,64.1912,1.2838,248.0
3.8305,1.9738,64.1957,1.2839,248.1
3.8297,1.9701,64.2002,1.2840,248.2
3.8290,1.9664,64.2047,1.2841,248.3
3.8282,1.9627,64.2091,1.2842,248.4
3.8275,1.9590,64.2136,1.2843,248.5
3.8267,1.9553,64.2181,1.2844,248.6
3.8260,1.9516,64.2225,1.2845,248.7
3.8252,1.9479,64.2269,1.2845,248.8
3.8245,1.9442,64.2314,1.2846,248.9
3.8237,1.9405,64.2358,1.2847,249.0
3.8230,1.9368,64.2402,1.2848,249.1
3.8222,1.9332,64.2446,1.2849,249.2
3.8215,1.9295,64.2490,1.2850,249.3
3.8208,1.9259,64.2534,1.2851,249.4
3.8200,1.9222,64.2578,1.2852,249.5
3.8193,1.9186,64.2621,1.2852,249.6
3.8186,1.9150,64.2665,1.2853,249.7
3.8178,1.9114,64.2708,1.2854,249.8
3.8171,1.9077,64.2752,1.2855,249.9
3.8164,1.9041,64.2795,1.2856,250.0
3.8156,1.9005,64.2838,1.2857,250.1
3.8149,1.8969,64.2882,1.2858,250.2
3.8142,1.8934,64.2925,1.2858,250.3
3.8135,1.8898,64.2968,1.2859,250.4
3.8128,1.8862,64.3011,1.2860,250.5
3.8120,1.8826,64.3054,1.2861,250.6
3.8113,1.8791,64.3096,1.2862,250.7
3.8106,1.8755,64.3139,1.2863,250.8
3.8099,1.8720,64.3182,1.2864,250.9
3.8092,1.8684,64.3224,1.2864,251.0
3.8085,1.8649,64.3267,1.2865,251.1
3.8078,1.8614,64.3309,1.2866,251.2
3.8070,1.8578,64.3351,1.2867,251.3
3.8063,1.8543,64.3394,1.2868,251.4
3.8056,1.8508,64.3436,1.2869,251.5
3.8049,1.8473,64.3478,1.2870,251.6
3.8042,1.8438,64.3520,1.2870,251.7
3.8035,1.8403,64.3562,1.2871,251.8
3.8028,1.8369,64.3603,1.2872,251.9
3.8021,1.8334,64.3645,1.2873,252.0
3.8014,1.8299,64.3687,1.2874,252.1
3.8007,1.8264,64.3728,1.2875,252.2
3.8000,1.8230,64.3770,1.2875,252.3
3.7993,1.8195,64.3811,1.2876,252.4
3.7987,1.8161,64.3853,1.2877,252.5
3.7980,1.8127,64.3894,1.2878,252.6
3.7973,1.8092,64.3935,1.2879,252.7
3.7966,1.8058,64.3976,1.2880,252.8
3.7959,1.8024,64.4017,1.2880,252.9
3.7952,1.7990,64.4058,1.2881,253.0
3.7945,1.7956,64.4099,1.2882,253.1
3.7939,1.7922,64.4140,1.2883,253.2
3.7932,1.7888,64.4181,1.2884,253.3
3.7925,1.7854,64.4221,1.2884,253.4
3.7918,1.7820,64.4262,1.2885,253.5
3.7911,1.7786,64.4303,1.2886,253.6
3.7905,1.7753,64.4343,1.2887,253.7
3.7898,1.7719,64.4383,1.2888,253.8
3.7891,1.7685,64.4424,1.2888,253.9
3.7885,1.7652,64.4464,1.2889,254.0
3.7878,1.7618,64.4504,1.2890,254.1
3.7871,1.7585,64.4544,1.2891,254.2
3.7864,1.7552,64.4584,1.2892,254.3
3.7858,1.7519,64.4624,1.2892,254.4
3.7851,1.7485,64.4664,1.2893,254.5
3.7845,1.7452,64.4703,1.2894,254.6
3.7838,1.7419,64.4743,1.2895,254.7
3.7831,1.7386,64.4783,1.2896,254.8
3.7825,1.7353,64.4822,1.2896,254.9
3.7818,1.7320,64.4862,1.2897,255.0
3.7812,1.7288,64.4901,1.2898,255.1
3.7805,1.7255,64.4940,1.2899,255.2
3.7799,1.7222,64.4980,1.2900,255.3
3.7792,1.7189,64.5019,1.2900,255.4
3.7786,1.7157,64.5058,1.2901,255.5
3.7779,1.7124,64.5097,1.2902,255.6
3.7773,1.7092,64.5136,1.2903,255.7
3.7766,1.7060,64.5174,1.2903,255.8
3.7760,1.7027,64.5213,1.2904,255.9
3.7753,1.6995,64.5252,1.2905,256.0
3.7747,1.6963,64.5291,1.2906,256.1
3.7741,1.6931,64.5329,1.2907,256.2
3.7734,1.6899,64.5368,1.2907,256.3
3.7728,1.6867,64.5406,1.2908,256.4
3.7721,1.6835,64.5444,1.2909,256.5
3.7715,1.6803,64.5482,1.2910,256.6
3.7709,1.6771,64.5521,1.2910,256.7
3.7702,1.6739,64.5559,1.2911,256.8
3.7696,1.6707,64.5597,1.2912,256.9
3.7690,1.6676,64.5635,1.2913,257.0
3.7684,1.6644,64.5673,1.2913,257.1
3.7677,1.6612,64.5711,1.2914,257.2
3.7671,1.6581,64.5748,1.2915,257.3
3.7665,1.6549,64.5786,1.2916,257.4
3.7659,1.6518,64.5824,1.2916,257.5
3.7652,1.6487,64.5861,1.2917,257.6
3.7646,1.6456,64.5899,1.2918,257.7
3.7640,1.6424,64.5936,1.2919,257.8
3.7634,1.6393,64.5973,1.2919,257.9
3.7628,1.6362,64.6011,1.2920,258.0
3.7621,1.6331,64.6048,1.2921,258.1
3.7615,1.6300,64.6085,1.2922,258.2
3.7609,1.6269,64.6122,1.2922,258.3
3.7603,1.6238,64.6159,1.2923,258.4
3.7597,1.6208,64.6196,1.2924,258.5
3.7591,1.6177,64.6233,1.2925,258.6
3.7585,1.6146,64.6269,1.2925,258.7
3.7579,1.6115,64.6306,1.2926,258.8
3.7573,1.6085,64.6343,1.2927,258.9
3.7567,1.6054,64.6379,1.2928,259.0
3.7560,1.6024,64.6416,1.2928,259.1
3.7554,1.5994,64.6452,1.2929,259.2
3.7548,1.5963,64.6488,1.2930,259.3
3.7542,1.5933,64.6525,1.2930,259.4
3.7536,1.5903,64.6561,1.2931,259.5
3.7531,1.5872,64.6597,1.2932,259.6
3.7525,1.5842,64.6633,1.2933,259.7
3.7519,1.5812,64.6669,1.2933,259.8
3.7513,1.5782,64.6705,1.2934,259.9
3.7507,1.5752,64.6741,1.2935,260.0
3.7501,1.5722,64.6777,1.2936,260.1
3.7495,1.5693,64.6813,1.2936,260.2
3.7489,1.5663,64.6848,1.2937,260.3
3.7483,1.5633,64.6884,1.2938,260.4
3.7477,1.5603,64.6919,1.2938,260.5
3.7472,1.5574,64.6955,1.2939,260.6
3.7466,1.5544,64.6990,1.2940,260.7
3.7460,1.5515,64.7026,1.2941,260.8
3.7454,1.5485,64.7061,1.2941,260.9
3.7448,1.5456,64.7096,1.2942,261.0
3.7442,1.5427,64.7131,1.2943,261.1
3.7437,1.5397,64.7166,1.2943,261.2
3.7431,1.5368,64.7201,1.2944,261.3
3.7425,1.5339,64.7236,1.2945,261.4
3.7419,1.5310,64.7271,1.2945,261.5
3.7414,1.5281,64.7306,1.2946,261.6
3.7408,1.5252,64.7341,1.2947,261.7
3.7402,1.5223,64.7375,1.2948,261.8
3.7397,1.5194,64.7410,1.2948,261.9
3.7391,1.5165,64.7444,1.2949,262.0
3.7385,1.5136,64.7479,1.2950,262.1
3.7380,1.5107,64.7513,1.2950,262.2
3.7374,1.5079,64.7548,1.2951,262.3
3.7368,1.5050,64.7582,1.2952,262.4
3.7363,1.5022,64.7616,1.2952,262.5
3.7357,1.4993,64.7650,1.2953,262.6
3.7351,1.4965,64.7684,1.2954,262.7
3.7346,1.4936,64.7718,1.2954,262.8
3.7340,1.4908,64.7752,1.2955,262.9
3.7335,1.4879,64.7786,1.2956,263.0
3.7329,1.4851,64.7820,1.2956,263.1
3.7324,1.4823,64.7854,1.2957,263.2
3.7318,1.4795,64.7887,1.2958,263.3
3.7313,1.4767,64.7921,1.2958,263.4
3.7307,1.4739,64.7954,1.2959,263.5
3.7302,1.4711,64.7988,1.2960,263.6
3.7296,1.4683,64.8021,1.2960,263.7
3.7291,1.4655,64.8055,1.2961,263.8
3.7285,1.4627,64.8088,1.2962,263.9
3.7280,1.4599,64.8121,1.2962,264.0
3.7274,1.4571,64.8155,1.2963,264.1
3.7269,1.4544,64.8188,1.2964,264.2
3.7263,1.4516,64.8221,1.2964,264.3
3.7258,1.4489,64.8254,1.2965,264.4
3.7253,1.4461,64.8287,1.2966,264.5
3.7247,1.4434,64.8319,1.2966,264.6
3.7242,1.4406,64.8352,1.2967,264.7
3.7236,1.4379,64.8385,1.2968,264.8
3.7231,1.4351,64.8418,1.2968,264.9
3.7226,1.4324,64.8450,1.2969,265.0
3.7220,1.4297,64.8483,1.2970,265.1
3.7215,1.4270,64.8515,1.2970,265.2
3.7210,1.4243,64.8548,1.2971,265.3
3.7204,1.4216,64.8580,1.2972,265.4
3.7199,1.4189,64.8612,1.2972,265.5
3.7194,1.4162,64.8645,1.2973,265.6
3.7189,1.4135,64.8677,1.2974,265.7
3.7183,1.4108,64.8709,1.2974,265.8
3.7178,1.4081,64.8741,1.2975,265.9
3.7173,1.4054,64.8773,1.2975,266.0
3.7168,1.4027,64.8805,1.2976,266.1
3.7162,1.4001,64.8837,1.2977,266.2
3.7157,1.3974,64.8869,1.2977,266.3
3.7152,1.3948,64.8900,1.2978,266.4
3.7147,1.3921,64.8932,1.2979,266.5
3.7142,1.3895,64.8964,1.2979,266.6
3.7137,1.3868,64.8995,1.2980,266.7
3.7131,1.3842,64.9027,1.2981,266.8
3.7126,1.3816,64.9058,1.2981,266.9
3.7121,1.3789,64.9090,1.2982,267.0
3.7116,1.3763,64.9121,1.2982,267.1
3.7111,1.3737,64.9152,1.2983,267.2
3.7106,1.3711,64.9184,1.2984,267.3
3.7101,1.3685,64.9215,1.2984,267.4
3.7096,1.3659,64.9246,1.2985,267.5
3.7091,1.3633,64.9277,1.2986,267.6
3.7086,1.3607,64.9308,1.2986,267.7
3.7080,1.3581,64.9339,1.2987,267.8
3.7075,1.3555,64.9370,1.2987,267.9
3.7070,1.3529,64.9400,1.2988,268.0
3.7065,1.3504,64.9431,1.2989,268.1
3.7060,1.3478,64.9462,1.2989,268.2
3.7055,1.3452,64.9492,1.2990,268.3
3.7050,1.3427,64.9523,1.2990,268.4
3.7045,1.3401,64.9554,1.2991,268.5
3.7040,1.3376,64.9584,1.2992,268.6
3.7036,1.3350,64.9614,1.2992,268.7
3.7031,1.3325,64.9645,1.2993,268.8
3.7026,1.3299,64.9675,1.2994,268.9
3.7021,1.3274,64.9705,1.2994,269.0
3.7016,1.3249,64.9735,1.2995,269.1
3.7011,1.3224,64.9766,1.2995,269.2
3.7006,1.3198,64.9796,1.2996,269.3
3.7001,1.3173,64.9826,1.2997,269.4
3.6996,1.3148,64.9855,1.2997,269.5
3.6991,1.3123,64.9885,1.2998,269.6
3.6987,1.3098,64.9915,1.2998,269.7
3.6982,1.3073,64.9945,1.2999,269.8
3.6977,1.3049,64.9975,1.2999,269.9
3.6972,1.3024,65.0004,1.3000,270.0
3.6967,1.2999,65.0034,1.3001,270.1
3.6962,1.2974,65.0063,1.3001,270.2
3.6958,1.2949,65.0093,1.3002,270.3
3.6953,1.2925,65.0122,1.3002,270.4
3.6948,1.2900,65.0152,1.3003,270.5
3.6943,1.2876,65.0181,1.3004,270.6
3.6939,1.2851,65.0210,1.3004,270.7
3.6934,1.2827,65.0240,1.3005,270.8
3.6929,1.2802,65.0269,1.3005,270.9
3.6924,1.2778,65.0298,1.3006,271.0
3.6920,1.2754,65.0327,1.3007,271.1
3.6915,1.2729,65.0356,1.3007,271.2
3.6910,1.2705,65.0385,1.3008,271.3
3.6905,1.2681,65.0414,1.3008,271.4
3.6901,1.2657,65.0442,1.3009,271.5
3.6896,1.2633,65.0471,1.3009,271.6
3.6891,1.2609,65.0500,1.3010,271.7
3.6887,1.2585,65.0529,1.3011,271.8
3.6882,1.2561,65.0557,1.3011,271.9
3.6878,1.2537,65.0586,1.3012,272.0
3.6873,1.2513,65.0614,1.3012,272.1
3.6868,1.2489,65.0643,1.3013,272.2
3.6864,1.2465,65.0671,1.3013,272.3
3.6859,1.2442,65.0699,1.3014,272.4
3.6855,1.2418,65.0728,1.3015,272.5
3.6850,1.2394,65.0756,1.3015,272.6
3.6845,1.2371,65.0784,1.3016,272.7
3.6841,1.2347,65.0812,1.3016,272.8
3.6836,1.2324,65.0840,1.3017,272.9
3.6832,1.2300,65.0868,1.3017,273.0
3.6827,1.2277,65.0896,1.3018,273.1
3.6823,1.2253,65.0924,1.3018,273.2
3.6818,1.2230,65.0952,1.3019,273.3
3.6814,1.2207,65.0980,1.3020,273.4
3.6809,1.2183,65.1007,1.3020,273.5
3.6805,1.2160,65.1035,1.3021,273.6
3.6800,1.2137,65.1063,1.3021,273.7
3.6796,1.2114,65.1090,1.3022,273.8
3.6791,1.2091,65.1118,1.3022,273.9
3.6787,1.2068,65.1145,1.3023,274.0
3.6782,1.2045,65.1173,1.3023,274.1
3.6778,1.2022,65.1200,1.3024,274.2
3.6774,1.1999,65.1227,1.3025,274.3
3.6769,1.1976,65.1255,1.3025,274.4
3.6765,1.1953,65.1282,1.3026,274.5
3.6760,1.1931,65.1309,1.3026,274.6
3.6756,1.1908,65.1336,1.3027,274.7
3.6752,1.1885,65.1363,1.3027,274.8
3.6747,1.1862,65.1390,1.3028,274.9
3.6743,1.1840,65.1417,1.3028,275.0
3.6739,1.1817,65.1444,1.3029,275.1
3.6734,1.1795,65.1471,1.3029,275.2
3.6730,1.1772,65.1498,1.3030,275.3
3.6726,1.1750,65.1525,1.3030,275.4
3.6721,1.1727,65.1551,1.3031,275.5
3.6717,1.1705,65.1578,1.3032,275.6
3.6713,1.1683,65.1605,1.3032,275.7
3.6708,1.1661,65.1631,1.3033,275.8
3.6704,1.1638,65.1658,1.3033,275.9
3.6700,1.1616,65.1684,1.3034,276.0
3.6695,1.1594,65.1710,1.3034,276.1
3.6691,1.1572,65.1737,1.3035,276.2
3.6687,1.1550,65.1763,1.3035,276.3
3.6683,1.1528,65.1789,1.3036,276.4
3.6679,1.1506,65.1815,1.3036,276.5
3.6674,1.1484,65.1842,1.3037,276.6
3.6670,1.1462,65.1868,1.3037,276.7
3.6666,1.1440,65.1894,1.3038,276.8
3.6662,1.1418,65.1920,1.3038,276.9
3.6658,1.1397,65.1946,1.3039,277.0
3.6653,1.1375,65.1972,1.3039,277.1
3.6649,1.1353,65.1997,1.3040,277.2
3.6645,1.1332,65.2023,1.3040,277.3
3.6641,1.1310,65.2049,1.3041,277.4
3.6637,1.1288,65.2075,1.3041,277.5
3.6633,1.1267,65.2100,1.3042,277.6
3.6628,1.1245,65.2126,1.3043,277.7
3.6624,1.1224,65.2152,1.3043,277.8
3.6620,1.1203,65.2177,1.3044,277.9
3.6616,1.1181,65.2203,1.3044,278.0
3.6612,1.1160,65.2228,1.3045,278.1
3.6608,1.1139,65.2253,1.3045,278.2
3.6604,1.1117,65.2279,1.3046,278.3
3.6600,1.1096,65.2304,1.3046,278.4
3.6596,1.1075,65.2329,1.3047,278.5
3.6592,1.1054,65.2354,1.3047,278.6
3.6588,1.1033,65.2379,1.3048,278.7
3.6584,1.1012,65.2404,1.3048,278.8
3.6580,1.0991,65.2430,1.3049,278.9
3.6576,1.0970,65.2454,1.3049,279.0
3.6572,1.0949,65.2479,1.3050,279.1
3.6568,1.0928,65.2504,1.3050,279.2
3.6564,1.0907,65.2529,1.3051,279.3
3.6560,1.0886,65.2554,1.3051,279.4
3.6556,1.0866,65.2579,1.3052,279.5
3.6552,1.0845,65.2603,1.3052,279.6
3.6548,1.0824,65.2628,1.3053,279.7
3.6544,1.0804,65.2653,1.3053,279.8
3.6540,1.0783,65.2677,1.3054,279.9
3.6536,1.0762,65.2702,1.3054,280.0
3.6532,1.0742,65.2726,1.3055,280.1
3.6528,1.0721,65.2751,1.3055,280.2
3.6524,1.0701,65.2775,1.3055,280.3
3.6520,1.0681,65.2799,1.3056,280.4
3.6516,1.0660,65.2823,1.3056,280.5
3.6512,1.0640,65.2848,1.3057,280.6
3.6508,1.0620,65.2872,1.3057,280.7
3.6505,1.0599,65.2896,1.3058,280.8
3.6501,1.0579,65.2920,1.3058,280.9
3.6497,1.0559,65.2944,1.3059,281.0
3.6493,1.0539,65.2968,1.3059,281.1
3.6489,1.0519,65.2992,1.3060,281.2
3.6485,1.0499,65.3016,1.3060,281.3
3.6481,1.0479,65.3040,1.3061,281.4
3.6478,1.0459,65.3064,1.3061,281.5
3.6474,1.0439,65.3088,1.3062,281.6
3.6470,1.0419,65.3111,1.3062,281.7
3.6466,1.0399,65.3135,1.3063,281.8
3.6462,1.0379,65.3159,1.3063,281.9
3.6459,1.0359,65.3182,1.3064,282.0
3.6455,1.0339,65.3206,1.3064,282.1
3.6451,1.0320,65.3229,1.3065,282.2
3.6447,1.0300,65.3253,1.3065,282.3
3.6444,1.0280,65.3276,1.3066,282.4
3.6440,1.0261,65.3299,1.3066,282.5
3.6436,1.0241,65.3323,1.3066,282.6
3.6432,1.0222,65.3346,1.3067,282.7
3.6429,1.0202,65.3369,1.3067,282.8
3.6425,1.0183,65.3392,1.3068,282.9
3.6421,1.0163,65.3416,1.3068,283.0
3.6417,1.0144,65.3439,1.3069,283.1
3.6414,1.0124,65.3462,1.3069,283.2
3.6410,1.0105,65.3485,1.3070,283.3
3.6406,1.0086,65.3508,1.3070,283.4
3.6403,1.0067,65.3531,1.3071,283.5
3.6399,1.0047,65.3553,1.3071,283.6
3.6395,1.0028,65.3576,1.3072,283.7
3.6392,1.0009,65.3599,1.3072,283.8
3.6388,0.9990,65.3622,1.3072,283.9
3.6384,0.9971,65.3645,1.3073,284.0
3.6381,0.9952,65.3667,1.3073,284.1
3.6377,0.9933,65.3690,1.3074,284.2
3.6374,0.9914,65.3712,1.3074,284.3
3.6370,0.9895,65.3735,1.3075,284.4
3.6366,0.9876,65.3757,1.3075,284.5
3.6363,0.9857,65.3780,1.3076,284.6
3.6359,0.9838,65.3802,1.3076,284.7
3.6356,0.9820,65.3825,1.3076,284.8
3.6352,0.9801,65.3847,1.3077,284.9
3.6349,0.9782,65.3869,1.3077,285.0
3.6345,0.9763,65.3891,1.3078,285.1
3.6341,0.9745,65.3914,1.3078,285.2
3.6338,0.9726,65.3936,1.3079,285.3
3.6334,0.9708,65.3958,1.3079,285.4
3.6331,0.9689,65.3980,1.3080,285.5
3.6327,0.9671,65.4002,1.3080,285.6
3.6324,0.9652,65.4024,1.3080,285.7
3.6320,0.9634,65.4046,1.3081,285.8
3.6317,0.9615,65.4068,1.3081,285.9
3.6313,0.9597,65.4090,1.3082,286.0
3.6310,0.9579,65.4111,1.3082,286.1
3.6306,0.9560,65.4133,1.3083,286.2
3.6303,0.9542,65.4155,1.3083,286.3
3.6299,0.9524,65.4177,1.3084,286.4
3.6296,0.9506,65.4198,1.3084,286.5
3.6293,0.9488,65.4220,1.3084,286.6
3.6289,0.9469,65.4241,1.3085,286.7
3.6286,0.9451,65.4263,1.3085,286.8
3.6282,0.9433,65.4285,1.3086,286.9
3.6279,0.9415,65.4306,1.3086,287.0
3.6275,0.9397,65.4327,1.3087,287.1
3.6272,0.9379,65.4349,1.3087,287.2
3.6269,0.9361,65.4370,1.3087,287.3
3.6265,0.9344,65.4391,1.3088,287.4
3.6262,0.9326,65.4412,1.3088,287.5
3.6258,0.9308,65.4434,1.3089,287.6
3.6255,0.9290,65.4455,1.3089,287.7
3.6252,0.9272,65.4476,1.3090,287.8
3.6248,0.9255,65.4497,1.3090,287.9
3.6245,0.9237,65.4518,1.3090,288.0
3.6242,0.9219,65.4539,1.3091,288.1
3.6238,0.9202,65.4560,1.3091,288.2
3.6235,0.9184,65.4581,1.3092,288.3
3.6232,0.9167,65.4602,1.3092,288.4
3.6228,0.9149,65.4623,1.3092,288.5
3.6225,0.9132,65.4643,1.3093,288.6
3.6222,0.9114,65.4664,1.3093,288.7
3.6218,0.9097,65.4685,1.3094,288.8
3.6215,0.9079,65.4706,1.3094,288.9
3.6212,0.9062,65.4726,1.3095,289.0
3.6208,0.9045,65.4747,1.3095,289.1
3.6205,0.9027,65.4767,1.3095,289.2
3.6202,0.9010,65.4788,1.3096,289.3
3.6199,0.8993,65.4808,1.3096,289.4
3.6195,0.8976,65.4829,1.3097,289.5
3.6192,0.8959,65.4849,1.3097,289.6
3.6189,0.8941,65.4870,1.3097,289.7
3.6186,0.8924,65.4890,1.3098,289.8
3.6182,0.8907,65.4910,1.3098,289.9
3.6179,0.8890,65.4930,1.3099,290.0
3.6176,0.8873,65.4951,1.3099,290.1
3.6173,0.8856,65.4971,1.3099,290.2
3.6170,0.8839,65.4991,1.3100,290.3
3.6166,0.8823,65.5011,1.3100,290.4
3.6163,0.8806,65.5031,1.3101,290.5
3.6160,0.8789,65.5051,1.3101,290.6
3.6157,0.8772,65.5071,1.3101,290.7
3.6154,0.8755,65.5091,1.3102,290.8
3.6151,0.8739,65.5111,1.3102,290.9
